,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-8.7,0.0,0.0
1,2.0,-8.7,2.124,4.088
2,3.0,-8.6,1.738,2.574
3,4.0,-8.2,4.517,7.02
4,5.0,-8.2,2.888,5.126
5,6.0,-8.2,3.429,5.848
6,7.0,-8.2,3.831,6.245
7,8.0,-7.8,3.47,5.973
8,9.0,-7.8,4.573,9.15
