,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-8.7,0.0,0.0
1,2.0,-8.5,3.688,8.548
2,3.0,-8.4,1.714,2.34
3,4.0,-8.4,4.426,6.994
4,5.0,-8.3,3.392,5.882
5,6.0,-8.3,2.849,5.133
6,7.0,-8.1,2.495,4.785
7,8.0,-7.8,4.767,9.638
8,9.0,-7.8,3.206,7.861
