,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-9.5,0.0,0.0
1,2.0,-9.2,1.066,1.676
2,3.0,-8.3,2.37,6.114
3,4.0,-8.3,4.532,6.324
4,5.0,-8.2,3.125,5.046
5,6.0,-8.1,3.253,8.33
6,7.0,-8.1,3.515,5.472
7,8.0,-7.9,3.184,8.375
8,9.0,-7.7,3.925,9.335
