,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-8.7,0.0,0.0
1,2.0,-8.5,1.707,2.306
2,3.0,-8.4,3.77,8.765
3,4.0,-8.4,3.323,5.823
4,5.0,-8.3,4.346,6.905
5,6.0,-8.1,1.524,1.845
6,7.0,-8.1,4.479,9.362
7,8.0,-7.8,3.487,8.067
8,9.0,-7.8,3.692,8.753
