buffer,,bm3,,bm3+NADPH_10mg_ml_2ul,,bm3+NADPH_10mg_ml_4ul,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
744.0134277,-0.0003661320661,744.0134277,0.004688234534,744.0134277,-6.672889867E-005,744.0134277,0.001506974571,
742.9867554,0.0004355944693,742.9867554,0.004341713618,742.9867554,0.001381658716,742.9867554,0.002151682274,
741.9950562,-0.0004400972684,741.9950562,0.005952443928,741.9950562,0.0004354130942,741.9950562,0.001752594602,
741.0029907,0.0006899947184,741.0029907,0.004851756617,741.0029907,0.001610553009,741.0029907,0.002197184134,
740.0106201,-0.0002424320701,740.0106201,0.004333634395,740.0106201,0.0007630116306,740.0106201,0.001600446063,
738.9824219,-0.0004470793356,738.9824219,0.003171816934,738.9824219,0.0004331069358,738.9824219,0.00161533372,
737.9893799,0.0005638775765,737.9893799,0.006783705205,737.9893799,0.001078842324,737.9893799,0.002454675268,
736.9959106,0.000114534625,736.9959106,0.003183968365,736.9959106,0.001582545228,736.9959106,0.002303711837,
736.0020752,-0.00056901481,736.0020752,0.003535908181,736.0020752,0.000579118554,736.0020752,0.001623206539,
735.0079956,0.0001271187066,735.0079956,0.004627060611,735.0079956,0.001044148114,735.0079956,0.00166426145,
734.0135498,0.0004693590454,734.0135498,0.003554490162,734.0135498,0.00146938907,734.0135498,0.002480969066,
732.9831543,0.0004003556678,732.9831543,0.005309515167,732.9831543,0.001469856594,732.9831543,0.002627670998,
731.9879761,-0.0003281100944,731.9879761,0.003665998112,731.9879761,0.0009127658559,731.9879761,0.001597510185,
730.9924927,0.0003348087193,730.9924927,0.004869347438,730.9924927,0.001686895266,730.9924927,0.002288228134,
729.996582,0.0002259138273,729.996582,0.006222622935,729.996582,0.001063713571,729.996582,0.002355189761,
729.0003052,-0.0001821989863,729.0003052,0.004139834549,729.0003052,0.001174557721,729.0003052,0.001886519138,
728.0037842,-0.0004811605904,728.0037842,0.004890107084,728.0037842,0.001508792862,728.0037842,0.002163258847,
727.0068359,0.0001304848847,727.0068359,0.0035682444,727.0068359,0.001282470534,727.0068359,0.001956201158,
726.0096436,-0.0001835445,726.0096436,0.003064137651,726.0096436,0.0008191828965,726.0096436,0.00152313197,
725.0120239,8.231815627E-006,725.0120239,0.004961031955,725.0120239,0.0007181265391,725.0120239,0.001997573534,
724.0140991,-0.0003084511845,724.0140991,0.004627871793,724.0140991,0.0007633487694,724.0140991,0.00151655986,
723.0157471,0.0003986715165,723.0157471,0.004741121549,723.0157471,0.001026659273,723.0157471,0.001683413051,
722.0172119,0.0004156168143,722.0172119,0.004314365797,722.0172119,0.001672524842,722.0172119,0.002702603349,
720.9824829,8.890151366E-005,720.9824829,0.004127133638,720.9824829,0.001022637472,720.9824829,0.002001292305,
719.9832153,0.0003305601422,719.9832153,0.005428237375,719.9832153,0.001791608403,719.9832153,0.002127437387,
718.9835815,-0.0003784949658,718.9835815,0.003862746758,718.9835815,0.001368492958,718.9835815,0.002009484218,
717.9835815,0.0003257676435,717.9835815,0.004510048311,717.9835815,0.001356729772,717.9835815,0.002417293843,
716.9832153,0.0001042553049,716.9832153,0.004019138869,716.9832153,0.001366129844,716.9832153,0.00211867108,
715.9825439,-7.718509733E-005,715.9825439,0.004577615298,715.9825439,0.001008937717,715.9825439,0.001776142861,
715.0172729,0.0005181059241,715.0172729,0.004168635234,715.0172729,0.001746330992,715.0172729,0.002459699521,
714.0159302,9.67207452E-005,714.0159302,0.003961690236,714.0159302,0.001257936703,714.0159302,0.002522287425,
713.0142822,0.0005674803979,713.0142822,0.004294757731,713.0142822,0.001990552293,713.0142822,0.002640926978,
712.012207,-1.827510823E-005,712.012207,0.003900383366,712.012207,0.001219671802,712.012207,0.002227963647,
711.0098267,0.0003833850496,711.0098267,0.005009840708,711.0098267,0.001540978439,711.0098267,0.002568817697,
710.0072021,0.0005047589657,710.0072021,0.004707520362,710.0072021,0.001470635762,710.0072021,0.002471102169,
709.0041504,0.0004947295529,709.0041504,0.004502986092,709.0041504,0.001069993363,709.0041504,0.00249963603,
708.0007935,-0.0004680248967,708.0007935,0.002948066685,708.0007935,0.001272007823,708.0007935,0.001636146219,
706.9970703,0.0001291384106,706.9970703,0.003157501575,706.9970703,0.001308200182,706.9970703,0.002524786862,
705.993103,-5.45641924E-005,705.993103,0.003798503196,705.993103,0.001169236843,705.993103,0.002088783775,
704.9887085,-0.0002327042748,704.9887085,0.004637840204,704.9887085,0.001545083011,704.9887085,0.002224060707,
703.9840088,0.0003601454373,703.9840088,0.005302492529,703.9840088,0.00228911289,703.9840088,0.003091485007,
703.0148926,0.0001814208663,703.0148926,0.003690825077,703.0148926,0.001506169327,703.0148926,0.002051928081,
702.0095215,-0.0001259946148,702.0095215,0.003954349551,702.0095215,0.001829377841,702.0095215,0.001934905304,
701.0038452,-9.017735283E-005,701.0038452,0.003601496341,701.0038452,0.001710439916,701.0038452,0.002369791036,
699.9978027,-0.0001116577114,699.9978027,0.004218138754,699.9978027,0.001432845602,699.9978027,0.002400062047,
698.9914551,-0.0002775641915,698.9914551,0.004006389063,698.9914551,0.001658804598,698.9914551,0.002661502222,
697.9848022,-0.0002257187443,697.9848022,0.003563337727,697.9848022,0.001748176292,697.9848022,0.00228638039,
697.0137329,0.0004262662842,697.0137329,0.0031150016,697.0137329,0.00166626228,697.0137329,0.002341656014,
696.0064697,2.873437552E-005,696.0064697,0.003325638594,696.0064697,0.001283171587,696.0064697,0.002456341404,
694.9987793,0.00016065214,694.9987793,0.003550523194,694.9987793,0.001204330358,694.9987793,0.003565086285,
693.9908447,0.0006533612031,693.9908447,0.004563436378,693.9908447,0.002881743247,693.9908447,0.003068673657,
692.9825439,0.0005813995376,692.9825439,0.004819534253,692.9825439,0.001074145315,692.9825439,0.003554464085,
692.0098877,0.0004905312671,692.0098877,0.004010334145,692.0098877,0.001235065632,692.0098877,0.002785520628,
691.0009155,-0.0002480720286,691.0009155,0.003700484755,691.0009155,0.001566125895,691.0009155,0.00203689537,
689.9916382,-0.0003372667124,689.9916382,0.004221327603,689.9916382,0.002187115606,689.9916382,0.002239048015,
688.9821167,-0.001179418527,688.9821167,0.003137867665,688.9821167,0.001249213819,688.9821167,0.001797170844,
688.0081787,0.001359923626,688.0081787,0.005310537294,688.0081787,0.002886720467,688.0081787,0.003555821255,
686.9979248,-0.0004951750161,686.9979248,0.004473980516,686.9979248,0.001661377028,686.9979248,0.002995659132,
685.9873657,-0.000167139413,685.9873657,0.003692965722,685.9873657,0.002076584846,685.9873657,0.002290101722,
685.0126343,-3.515172284E-005,685.0126343,0.005212727003,685.0126343,0.001941847731,685.0126343,0.002219143324,
684.0014038,0.0009299387457,684.0014038,0.003985776566,684.0014038,0.00292943255,684.0014038,0.002920181025,
682.9898682,0.0003136181622,682.9898682,0.003862799145,682.9898682,0.00258608209,682.9898682,0.003228196176,
682.0141602,-6.326069706E-005,682.0141602,0.003946460783,682.0141602,0.001887455001,682.0141602,0.002822673181,
681.0020142,-0.0004502858792,681.0020142,0.002502604155,681.0020142,0.002272302518,681.0020142,0.002514398424,
679.989502,-0.0001617571688,679.989502,0.004015141632,679.989502,0.002467665821,679.989502,0.002888727002,
679.0128784,-4.110497321E-005,679.0128784,0.004073877819,679.0128784,0.001970242942,679.0128784,0.002771634841,
677.9997559,-7.972146705E-005,677.9997559,0.003857027274,677.9997559,0.0009962761542,677.9997559,0.003172103781,
676.9863281,-0.0008144367603,676.9863281,0.006894809194,676.9863281,0.001682321657,676.9863281,0.002617904916,
676.0087891,-0.0004400972684,676.0087891,0.002916167723,676.0087891,0.001486609923,676.0087891,0.001645136625,
674.9946899,-0.0002039852843,674.9946899,0.004773704335,674.9946899,0.001831041533,674.9946899,0.002951142145,
674.0166016,-0.001373045146,674.0166016,0.004265060183,674.0166016,0.001991852419,674.0166016,0.003219903214,
673.0018921,0.000195094588,673.0018921,0.004194039851,673.0018921,0.002537440974,673.0018921,0.003498851322,
671.9868774,0.001063168631,671.9868774,0.00571461441,671.9868774,0.003962369636,671.9868774,0.004458471667,
671.0078125,0.0003139290202,671.0078125,0.004699251149,671.0078125,0.003318074159,671.0078125,0.003226318629,
669.9921875,0.0002418681688,669.9921875,0.005489157513,669.9921875,0.00321648689,669.9921875,0.003597581293,
669.0124512,0.0004024802765,669.0124512,0.005559813231,669.0124512,0.003664484015,669.0124512,0.003591186367,
667.9962158,-0.000183958502,667.9962158,0.005250742659,667.9962158,0.002720289864,667.9962158,0.003377055284,
667.0159912,-0.001428262796,667.0159912,0.00418167701,667.0159912,0.001453181729,667.0159912,0.003197971731,
665.9991455,-7.154292689E-005,665.9991455,0.0060128076,665.9991455,0.00275441492,665.9991455,0.004019112792,
664.9818726,0.0002474885841,664.9818726,0.005451094359,664.9818726,0.002756186528,664.9818726,0.003738551168,
664.0007324,-0.0001661561255,664.0007324,0.005136208143,664.0007324,0.00275092409,664.0007324,0.003216173965,
662.9829712,0.0003828927875,662.9829712,0.008364054374,662.9829712,0.003130149795,662.9829712,0.00420080917,
662.0012207,-3.473757897E-005,662.0012207,0.005300867837,662.0012207,0.002427133499,662.0012207,0.003914148547,
660.9827271,-0.0002887913724,660.9827271,0.007917828858,660.9827271,0.002574494341,660.9827271,0.00404921174,
660.0004272,-0.0001681744616,660.0004272,0.005355978385,660.0004272,0.002834632294,660.0004272,0.004207526799,
659.0178223,-6.33124655E-005,659.0178223,0.007569512818,659.0178223,0.003571245819,659.0178223,0.0044600931,
657.9984131,0.0001093302053,657.9984131,0.006973664276,657.9984131,0.003926634323,657.9984131,0.004226267803,
657.0151978,-0.0002536084212,657.0151978,0.006915534381,657.0151978,0.002902355744,657.0151978,0.004571755417,
655.9952393,0.0004003297654,655.9952393,0.007188313641,655.9952393,0.004055952653,655.9952393,0.005088013597,
655.0114746,-0.0008597533451,655.0114746,0.006784362253,655.0114746,0.003701763926,655.0114746,0.003967071418,
653.9909058,0.0001636301458,653.9909058,0.006818413734,653.9909058,0.003236489603,653.9909058,0.004760592245,
653.0064697,-0.0007023393409,653.0064697,0.005640445277,653.0064697,0.002272146288,653.0064697,0.004698806442,
651.9853516,0.000357632438,651.9853516,0.009008881636,651.9853516,0.004370292183,651.9853516,0.005195174366,
651.0003052,0.0005549612688,651.0003052,0.007202393841,651.0003052,0.004109050147,651.0003052,0.004358656704,
650.0151367,-0.0001749021467,650.0151367,0.007544305176,650.0151367,0.003689780831,650.0151367,0.004342131782,
648.992981,-0.0004332702374,648.992981,0.007238320541,648.992981,0.003528783564,648.992981,0.005262664519,
648.0072021,3.155614104E-005,648.0072021,0.006756071467,648.0072021,0.00347320037,648.0072021,0.004768941086,
646.9844971,-0.000338249607,646.9844971,0.006683459505,646.9844971,0.003714034567,646.9844971,0.004787601996,
645.9980469,0.0008653752739,645.9980469,0.009420542046,645.9980469,0.004103013314,645.9980469,0.00594987208,
645.0113525,0.0001736001141,645.0113525,0.007774784695,645.0113525,0.003811742878,645.0113525,0.005061273463,
643.987793,-0.0007718545385,643.987793,0.005490782671,643.987793,0.00301497383,643.987793,0.004675099161,
643.0004883,8.336082101E-005,643.0004883,0.006809999235,643.0004883,0.004180056509,643.0004883,0.005647290032,
642.0129395,0.0005649402738,642.0129395,0.008206644095,642.0129395,0.004182330333,642.0129395,0.005963544827,
640.9884644,0.0001174864155,640.9884644,0.007246138062,640.9884644,0.004018198233,640.9884644,0.005288395099,
640.0003052,-0.0007259602426,640.0003052,0.008287320845,640.0003052,0.00309909787,640.0003052,0.004793124273,
639.0119019,0.0004436013405,639.0119019,0.006427337881,639.0119019,0.003382664174,639.0119019,0.005444279406,
637.9865112,0.0006865204778,637.9865112,0.006548153237,637.9865112,0.004640953615,637.9865112,0.005836910568,
636.9975586,0.0002718877513,636.9975586,0.008578045294,636.9975586,0.004510205239,636.9975586,0.00598553801,
636.0082397,0.0001181596308,636.0082397,0.007324477658,636.0082397,0.003977416549,636.0082397,0.005516946316,
634.9820557,5.798495749E-006,634.9820557,0.00710144639,634.9820557,0.003379324917,634.9820557,0.005247651134,
633.9921265,-0.000138778385,633.9921265,0.007722713053,633.9921265,0.003864052705,633.9921265,0.005810963456,
633.0020142,-5.378770948E-005,633.0020142,0.007556632161,633.0020142,0.003670566482,633.0020142,0.005232716911,
632.0115967,-0.0003095376305,632.0115967,0.008101955056,632.0115967,0.004445734899,632.0115967,0.005817863159,
630.9841919,0.0003047070641,630.9841919,0.00828299392,630.9841919,0.004532883409,630.9841919,0.006018476561,
629.9932251,-0.0001101049493,629.9932251,0.007974036969,629.9932251,0.004469063599,629.9932251,0.005841291975,
629.0020142,-6.937384114E-006,629.0020142,0.008009315468,629.0020142,0.004151568748,629.0020142,0.005906651728,
628.010498,9.894744289E-005,628.010498,0.007966523059,628.010498,0.004453397822,628.010498,0.006165748462,
626.9819336,-3.101028415E-005,626.9819336,0.007730196696,626.9819336,0.004260250367,626.9819336,0.006159841083,
625.9898071,-0.0005401629605,625.9898071,0.006848733872,625.9898071,0.004060212057,625.9898071,0.00573882414,
624.9974365,-2.412505273E-005,624.9974365,0.007831079885,624.9974365,0.004571153782,624.9974365,0.005304484162,
624.0047607,-4.990528032E-005,624.0047607,0.007650176529,624.0047607,0.003708839184,624.0047607,0.006114762276,
623.0119019,-4.928408816E-005,623.0119019,0.008278033696,623.0119019,0.004623607267,623.0119019,0.006399569567,
621.9819336,-0.0006821804564,621.9819336,0.007049218751,621.9819336,0.003604706842,621.9819336,0.005866505671,
620.9884644,-0.0003234023752,620.9884644,0.006973138545,620.9884644,0.004193542991,620.9884644,0.005929429084,
619.9946899,0.0002526169701,619.9946899,0.006778393872,619.9946899,0.004828223959,619.9946899,0.006469453685,
619.0006714,0.0001332555257,619.0006714,0.008126562461,619.0006714,0.005162507296,619.0006714,0.006685483735,
618.0064087,-0.0002643705811,618.0064087,0.006136106327,618.0064087,0.004038081039,618.0064087,0.005535770673,
617.0117798,0.0004296088591,617.0117798,0.008840511553,617.0117798,0.004670860246,617.0117798,0.006771373563,
616.0169678,-0.0005517452955,616.0169678,0.006736957934,616.0169678,0.003881499404,616.0169678,0.005551370326,
614.9850464,5.602085002E-005,614.9850464,0.007713569794,614.9850464,0.004479891155,614.9850464,0.006465276238,
613.989624,0.0005339155323,613.989624,0.007179523353,613.989624,0.004730470013,613.989624,0.006539822556,
612.9938965,-0.0005525209126,612.9938965,0.005691245198,612.9938965,0.004444872029,612.9938965,0.006126497407,
611.9980469,-0.0005280632176,611.9980469,0.007518914528,611.9980469,0.004350263625,611.9980469,0.006195865106,
611.0018311,-0.000209780992,611.0018311,0.007735019084,611.0018311,0.004443459678,611.0018311,0.006559426896,
610.0054321,3.158099616E-006,610.0054321,0.0075333477,610.0054321,0.004986011889,610.0054321,0.006378395949,
609.008606,0.0001809288224,609.008606,0.007090000436,609.008606,0.004816733301,609.008606,0.006897360552,
608.0116577,-8.044613787E-005,608.0116577,0.008222867735,608.0116577,0.004619342741,608.0116577,0.007004652638,
607.0144043,-0.00031760821,607.0144043,0.007854221389,607.0144043,0.004908327945,607.0144043,0.006771899294,
606.0169067,0.0001218364559,606.0169067,0.007455707528,606.0169067,0.005454738159,606.0169067,0.00703203911,
604.9821167,0.0004153836344,604.9821167,0.007196682971,604.9821167,0.005778118968,604.9821167,0.007496211678,
603.9840088,7.354826084E-005,603.9840088,0.007397855166,603.9840088,0.005350946449,603.9840088,0.007234083023,
602.9857178,0.0008121286519,602.9857178,0.009612585418,602.9857178,0.006227533333,602.9857178,0.007518519182,
601.9870605,-0.0003265581036,601.9870605,0.008310355246,601.9870605,0.005608374253,601.9870605,0.007187681738,
600.9881592,-7.935912436E-005,600.9881592,0.008313046768,600.9881592,0.005404411815,600.9881592,0.007382162381,
599.9890137,-0.000294948084,599.9890137,0.00977349747,599.9890137,0.005973753985,599.9890137,0.007490996737,
598.989624,0.0004270695208,598.989624,0.008934094571,598.989624,0.00598398922,598.989624,0.008130281232,
597.9899902,0.0001539711375,597.9899902,0.009569396265,597.9899902,0.006403877866,597.9899902,0.008321543224,
596.9899902,0.000523937284,596.9899902,0.01037097536,596.9899902,0.006762013305,596.9899902,0.00869930163,
595.9899292,0.0001628791651,595.9899292,0.009610097855,595.9899292,0.006571515929,595.9899292,0.008420953527,
594.9893799,4.317994171E-005,594.9893799,0.00968648307,594.9893799,0.006843185052,594.9893799,0.00875164941,
593.9887085,0.0003485131601,593.9887085,0.00972780399,593.9887085,0.00690982677,593.9887085,0.008941018023,
592.9877319,0.0004056672042,592.9877319,0.01036100741,592.9877319,0.007046982646,592.9877319,0.009147521108,
591.9864502,-0.0001503196836,591.9864502,0.009644503705,591.9864502,0.007092342246,591.9864502,0.00887588691,
590.9849854,6.464207399E-005,590.9849854,0.01000940241,590.9849854,0.007505271584,590.9849854,0.009518458508,
589.9832153,3.290231325E-005,589.9832153,0.01028834656,589.9832153,0.007272118237,589.9832153,0.009120688774,
589.0183105,0.0001454258309,589.0183105,0.01113494113,589.0183105,0.008449616842,589.0183105,0.0106831817,
588.0160522,-0.0002985179017,588.0160522,0.01150896307,588.0160522,0.007686140481,588.0160522,0.009639395401,
587.0135498,0.0007570733433,587.0135498,0.01038165949,587.0135498,0.008870655671,587.0135498,0.01033372805,
586.0107422,0.0001948097051,586.0107422,0.01171288826,586.0107422,0.009035416879,586.0107422,0.01107014436,
585.0076904,-2.966430657E-005,585.0076904,0.01117592305,585.0076904,0.008812826127,585.0076904,0.01048130356,
584.0043945,-0.0001037385737,584.0043945,0.01166512817,584.0043945,0.009336348623,584.0043945,0.01100509055,
583.0008545,-0.0003498373553,583.0008545,0.01119547151,583.0008545,0.009987521917,583.0008545,0.01178754214,
581.9970093,-0.0004438210453,581.9970093,0.01198734064,581.9970093,0.01013479475,581.9970093,0.01206041966,
580.992981,-0.0002168185165,580.992981,0.01368112024,580.992981,0.01068755891,580.992981,0.01288423967,
579.9886475,-4.555906344E-006,579.9886475,0.01238766592,579.9886475,0.01110039093,579.9886475,0.01276490092,
578.9840698,0.0008844917174,578.9840698,0.01198901702,578.9840698,0.01204389147,578.9840698,0.01420971844,
578.0164795,-0.0001234585216,578.0164795,0.01322721224,578.0164795,0.01197124179,578.0164795,0.01424952038,
577.0114136,8.059049287E-005,577.0114136,0.01328955591,577.0114136,0.01200884301,577.0114136,0.01461831015,
576.0060425,4.903079025E-005,576.0060425,0.01408985537,576.0060425,0.01278604195,576.0060425,0.01469041314,
575.0004883,0.0002913925273,575.0004883,0.01348427963,575.0004883,0.01308307517,575.0004883,0.0150925694,
573.9946899,-0.0002063656721,573.9946899,0.01298859343,573.9946899,0.01337158307,573.9946899,0.01520927809,
572.9885254,0.0005649402738,572.9885254,0.01416347548,572.9885254,0.01416160353,572.9885254,0.01617441326,
571.9821777,-9.6492171E-005,571.9821777,0.01470730919,571.9821777,0.01427017059,571.9821777,0.01632041298,
571.0129395,0.0002875588543,571.0129395,0.01333578676,571.0129395,0.01445053425,571.0129395,0.01643317752,
570.0061035,0.0003043703036,570.0061035,0.01445149817,570.0061035,0.01496107504,570.0061035,0.01662982628,
568.9990234,0.0002553883824,568.9990234,0.01443124004,568.9990234,0.01487732679,568.9990234,0.01735434681,
567.9916992,0.0002757990151,567.9916992,0.01465480216,567.9916992,0.01490387507,567.9916992,0.01704885811,
566.9840698,-7.930736319E-005,566.9840698,0.01406833064,566.9840698,0.01484153979,566.9840698,0.01659682579,
566.0135498,0.0002154246758,566.0135498,0.0149284685,566.0135498,0.01493291557,566.0135498,0.01704204828,
565.0054932,2.75953189E-005,565.0054932,0.01486757677,565.0054932,0.01483626291,565.0054932,0.01700616255,
563.9971924,0.0004515565233,563.9971924,0.0156836994,563.9971924,0.01524662413,563.9971924,0.0161748156,
562.9885864,0.0001235712989,562.9885864,0.01420046482,562.9885864,0.01467648987,562.9885864,0.01660976186,
562.0171509,-6.031011799E-005,562.0171509,0.01385268662,562.0171509,0.01457478106,562.0171509,0.01635952108,
561.0081177,-4.04320017E-005,561.0081177,0.01480221935,561.0081177,0.0147786513,561.0081177,0.01653655991,
559.9988403,-0.0003794260556,559.9988403,0.01493822038,559.9988403,0.01410889439,559.9988403,0.01596126519,
558.9892578,0.0002372061281,558.9892578,0.01615039259,558.9892578,0.01450965554,558.9892578,0.01629447564,
558.0168457,-0.0002174394613,558.0168457,0.01563198678,558.0168457,0.0141779976,558.0168457,0.01603952795,
557.006897,-0.0001619641844,557.006897,0.01505030505,557.006897,0.01447424665,557.006897,0.01590777375,
555.996582,-0.0001208706526,555.996582,0.01589182392,555.996582,0.01425808016,555.996582,0.01555873454,
554.9860229,-8.670934039E-005,554.9860229,0.01618873328,554.9860229,0.01394946873,554.9860229,0.0153465867,
554.0127563,2.008797674E-005,554.0127563,0.01561620831,554.0127563,0.01414876711,554.0127563,0.01541897189,
553.00177,0.0002768351114,553.00177,0.01577367075,553.00177,0.01427399646,553.00177,0.01565313339,
551.9905396,0.0001477822516,551.9905396,0.01677646302,551.9905396,0.01435645018,551.9905396,0.01538802031,
551.0164795,0.0003619589843,551.0164795,0.01653860323,551.0164795,0.01425187383,551.0164795,0.01600950025,
