blank,,saharas_BM3WTHeme_5in1000,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
481.9657593,-1.946581142E-5,481.9657593,0.02023374103,
481.0523682,8.890151366E-5,481.0523682,0.02065974101,
479.9865417,4.242917566E-5,479.9865417,0.02105743997,
479.0728149,0.000120619472,479.0728149,0.02133372985,
478.0065918,2.511011553E-5,478.0065918,0.0211188253,
476.9401245,-0.0002933959768,476.9401245,0.02078686282,
476.0258179,-3.520477321E-6,476.0258179,0.02182360366,
474.9589233,-8.350010467E-5,474.9589233,0.02268916368,
474.044281,8.191092638E-5,474.044281,0.02286798321,
472.9769897,-0.00120141299,472.9769897,0.0208398737,
472.0619812,-0.0002442430705,472.0619812,0.02174342237,
470.9942627,-8.697597877E-6,470.9942627,0.02217951603,
469.9263306,-0.0002250978141,469.9263306,0.02259158716,
469.0108032,0.0001024428566,469.0108032,0.02278924547,
467.9424438,0.0002788036945,467.9424438,0.02333511785,
467.0265503,0.001092751976,467.0265503,0.02384538576,
465.9577942,-0.0002511248167,465.9577942,0.02325094119,
465.0415344,0.0002005590068,465.0415344,0.02375299111,
463.9723816,-2.169189975E-5,463.9723816,0.02408170141,
463.0557861,0.0002208116639,463.0557861,0.02512083575,
461.9862061,0.0001072329178,461.9862061,0.02433714457,
461.0692749,-0.0001300316362,461.0692749,0.02638584562,
459.9992981,6.632491568E-5,459.9992981,0.02584126592,
458.9291077,0.0004218613612,458.9291077,0.02547268011,
458.0116272,-0.0001765581837,458.0116272,0.02529157698,
456.94104,0.0001041776341,456.94104,0.02600297332,
456.0232239,0.0001998079679,456.0232239,0.02634488977,
454.95224,-0.0002055377117,454.95224,0.02651355416,
454.0340576,-5.906776278E-5,454.0340576,0.02674920671,
452.962677,0.0001039704948,452.962677,0.02757259645,
452.0441589,-0.0002572303347,452.0441589,0.02735185437,
450.9723816,7.471333083E-5,450.9723816,0.0282269381,
450.0535583,0.0002303167421,450.0535583,0.029003378,
448.9813538,8.408576832E-5,448.9813538,0.02905521356,
448.0621948,0.0001371655235,448.0621948,0.02958898805,
446.989624,0.0001217846657,446.989624,0.03078045137,
446.0700989,-0.0006879697903,446.0700989,0.03078670427,
444.9971313,-7.10770546E-5,444.9971313,0.03188667819,
443.9239502,7.981377712E-5,443.9239502,0.03333906084,
443.0039368,-0.0001414696599,443.0039368,0.03439590335,
441.9303589,-0.0006418081466,441.9303589,0.03440290689,
441.0100098,-0.0002159905707,441.0100098,0.03599874303,
439.9360657,-2.541927643E-5,439.9360657,0.03832353279,
