buffer only,,bm3 dm 1,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
601.9870605,-0.0002216308785,601.9870605,0.002369192196,
600.9881592,-9.778617823E-005,600.9881592,0.00251148222,
599.9890137,-0.0001479389903,599.9890137,0.002464984311,
598.989624,-5.668657104E-005,598.989624,0.002556136576,
597.9899902,3.554288924E-005,597.9899902,0.0026211082,
596.9899902,6.78783108E-005,596.9899902,0.002733418718,
595.9899292,-7.521810767E-005,595.9899292,0.002669341862,
594.9893799,-3.333984569E-005,594.9893799,0.002702290658,
593.9887085,-3.561763151E-005,593.9887085,0.002709636232,
592.9877319,9.288878937E-005,592.9877319,0.002635405865,
591.9864502,0.0002932316856,591.9864502,0.003082647221,
590.9849854,5.646096542E-005,590.9849854,0.003029831685,
589.9832153,-1.982819958E-005,589.9832153,0.002767127939,
589.0183105,-5.60653898E-005,589.0183105,0.002983330283,
588.0160522,-0.0003170391428,588.0160522,0.002835309831,
587.0135498,6.971650873E-005,587.0135498,0.003023914527,
586.0107422,-0.000241345464,586.0107422,0.002804435091,
585.0076904,-0.0001754714176,585.0076904,0.003009682288,
584.0043945,0.0001742734166,584.0043945,0.003240375314,
583.0008545,5.136079926E-005,583.0008545,0.003167775227,
581.9970093,-8.282720228E-005,581.9970093,0.003162690438,
580.992981,-0.0001742811437,580.992981,0.003296241863,
579.9886475,-9.033263632E-005,579.9886475,0.003350785235,
578.9840698,0.0001592537883,578.9840698,0.003338081297,
578.0164795,-0.0001167300288,578.0164795,0.00320694223,
577.0114136,-6.802300049E-005,577.0114136,0.003299763193,
576.0060425,-4.824876305E-005,576.0060425,0.003437974956,
575.0004883,-0.0001096391206,575.0004883,0.003399856854,
573.9946899,-0.0002751841967,573.9946899,0.003601522418,
572.9885254,-0.0001288929925,572.9885254,0.003714739578,
571.9821777,-0.0001229409536,571.9821777,0.003619820112,
571.0129395,-0.0001412108832,571.0129395,0.003534994787,
570.0061035,-0.0003208157141,570.0061035,0.003596850438,
568.9990234,-2.795594628E-005,568.9990234,0.003942855634,
567.9916992,-0.0001560125966,567.9916992,0.003860344179,
566.9840698,-2.868070624E-005,566.9840698,0.003929664381,
566.0135498,-0.0001051878353,566.0135498,0.003768186551,
565.0054932,-8.225781494E-005,565.0054932,0.003912398592,
563.9971924,-0.0001365529024,563.9971924,0.00397979375,
562.9885864,-3.033729445E-005,562.9885864,0.004083284643,
562.0171509,-0.0002421216195,562.0171509,0.003950927407,
561.0081177,-0.0001149184973,561.0081177,0.003942934331,
559.9988403,-0.0002007251751,559.9988403,0.004068547394,
558.9892578,-0.0001425565133,558.9892578,0.004154182505,
558.0168457,-0.0002142312005,558.0168457,0.004038264044,
557.006897,9.729036537E-005,557.006897,0.004319254775,
555.996582,-7.08699954E-005,555.996582,0.004215158988,
554.9860229,-0.0001150737662,554.9860229,0.004181650933,
554.0127563,1.786168468E-005,554.0127563,0.004267203622,
553.00177,-0.000160825628,553.00177,0.004271987826,
551.9905396,-0.0002333769517,551.9905396,0.004349008668,
551.0164795,-0.000136759918,551.0164795,0.004500501323,
550.0047607,-0.0002537119144,550.0047607,0.004401330836,
548.9928589,-0.0002146451734,548.9928589,0.004418537486,
548.0180054,-3.007845407E-005,548.0180054,0.004512010142,
547.0056152,1.229600912E-005,547.0056152,0.004605136346,
545.992981,-0.0001081898736,545.992981,0.004565032199,
545.0176392,-9.654393216E-005,545.0176392,0.004607439041,
544.0044556,-1.092374168E-005,544.0044556,0.004688967485,
542.9910889,-0.0001255805546,542.9910889,0.004739891272,
542.0150146,-0.0001200425322,542.0150146,0.00479144929,
541.0010986,-0.0002022776171,541.0010986,0.004764989018,
539.9869995,-0.0002420698729,539.9869995,0.004800348543,
539.0102539,-4.488394916E-005,539.0102539,0.004695823416,
537.9957275,-0.0001460240746,537.9957275,0.004852515645,
537.0184937,-8.717519086E-005,537.0184937,0.004826758523,
536.00354,-0.0002104019513,536.00354,0.004958204459,
534.9882813,-7.878973702E-005,534.9882813,0.004994338378,
534.010437,-8.520824485E-005,534.010437,0.005067899358,
532.9946899,-4.44698162E-005,532.9946899,0.005107159726,
532.0163574,-5.767010953E-005,532.0163574,0.005127092358,
531.0001831,-8.748575783E-005,531.0001831,0.005284176208,
529.9837646,-6.27948175E-005,529.9837646,0.005308310036,
529.0047607,4.491447908E-005,529.0047607,0.005284097977,
527.987915,0.0001160364118,527.987915,0.005550845992,
527.0084839,5.177502317E-005,527.0084839,0.005630611442,
525.9910889,-7.620160613E-005,525.9910889,0.005474555772,
525.0112915,3.619009294E-005,525.0112915,0.005766524468,
523.9934692,-0.0001288929925,523.9934692,0.005662999116,
523.0132446,0.0001988497534,523.0132446,0.005811986513,
521.9949951,-0.000254022365,521.9949951,0.005809126887,
521.0142822,-8.613996033E-005,521.0142822,0.005813298281,
519.9956055,-0.0002331182186,519.9956055,0.006083101965,
519.0144043,-0.0001574099297,519.0144043,0.006046011113,
517.9952393,-0.0001994832273,517.9952393,0.006266636308,
517.0136719,5.798495749E-006,517.0136719,0.006339178421,
515.9941406,-7.361345342E-005,515.9941406,0.006670473609,
515.012085,6.270033919E-005,515.012085,0.006805266254,
513.9920654,-0.0001901684591,513.9920654,0.006677176803,
513.0095825,2.617150312E-005,513.0095825,0.006868825294,
511.9890747,-2.800771472E-005,511.9890747,0.007001259364,
511.0062561,-3.313277557E-005,511.0062561,0.007065478712,
509.9853821,-8.381067892E-005,509.9853821,0.007302548736,
509.0020142,-4.063906817E-005,509.0020142,0.007306918502,
508.0185547,-5.818775753E-005,508.0185547,0.007309103385,
506.9969482,-0.000258834305,506.9969482,0.007479830645,
506.0130615,-0.000178938717,506.0130615,0.007533479482,
504.9910889,-3.313391289E-006,504.9910889,0.007630338427,
504.0066528,6.345114525E-005,504.0066528,0.007876837626,
502.9842834,9.037731797E-005,502.9842834,0.00797598809,
501.9995117,-0.000140589822,501.9995117,0.007991676219,
501.0144958,3.134903818E-005,501.0144958,0.008227379061,
499.9914551,1.092401635E-005,499.9914551,0.008433596231,
499.0060425,4.092764357E-005,499.0060425,0.008510750718,
497.9825745,-0.0001560125966,497.9825745,0.008536569774,
496.9967957,1.167472874E-005,496.9967957,0.008588764817,
496.0107117,-0.0001417801832,496.0107117,0.008657101542,
494.9865417,-0.0002421733516,494.9865417,0.008903919719,
494.0000916,-8.857274952E-005,494.0000916,0.008776346222,
493.0135193,6.78783108E-005,493.0135193,0.009253467433,
491.988739,-0.0001159019012,491.988739,0.009288242087,
491.0016785,-9.524991765E-005,491.0016785,0.009304268286,
490.0144348,1.962200804E-005,490.0144348,0.009537112899,
488.9890442,-0.000303329376,488.9890442,0.009668615647,
488.0014038,-4.94393862E-005,488.0014038,0.009798358195,
487.0135803,-0.0001144526686,487.0135803,0.009783558547,
485.9874878,-8.800337673E-005,485.9874878,0.009986542165,
484.9992371,-8.210253145E-005,484.9992371,0.01010707952,
484.0108337,7.266799366E-005,484.0108337,0.01030242164,
482.9841309,-5.61689194E-005,482.9841309,0.01032582857,
481.9953308,-7.185350114E-005,481.9953308,0.01054025814,
481.0062866,-0.0001612914057,481.0062866,0.01043866482,
480.0170288,-0.0001312737877,480.0170288,0.0105713699,
478.9895325,-9.99601034E-005,478.9895325,0.01071050949,
477.999939,-3.577293319E-005,477.999939,0.01096871868,
477.0100708,-0.0002145934268,477.0100708,0.01099569257,
475.9819946,-0.0001174546414,475.9819946,0.01106799301,
474.9916992,-7.237113459E-005,474.9916992,0.01131902914,
474.0012817,-9.892490198E-005,474.0012817,0.01119169965,
473.0107117,5.006634819E-005,473.0107117,0.01142226346,
471.9817505,-0.0002342048538,471.9817505,0.01133566163,
470.9907532,-0.0002732180874,470.9907532,0.01138115302,
469.9995728,-2.686880362E-005,469.9995728,0.01160307042,
469.0081177,-5.471949044E-005,469.0081177,0.01135710441,
468.016571,-3.572248943E-006,468.016571,0.01157746743,
466.9866638,-5.094059816E-005,466.9866638,0.01154285483,
465.9946899,-0.0001142456385,465.9946899,0.01182015333,
465.0025635,-0.0001295140682,465.0025635,0.01191648282,
464.0101929,-0.0001802842307,464.0101929,0.01184858941,
463.0176697,-0.0004076679179,463.0176697,0.01170514897,
461.9867554,-3.727419607E-005,461.9867554,0.01217703521,
460.993866,-0.0004244259617,460.993866,0.01199202426,
460.0006714,-0.0002361711231,460.0006714,0.01196882036,
459.0073853,-8.650228847E-005,459.0073853,0.01195599511,
458.0138855,-4.307211566E-005,458.0138855,0.01228819601,
456.9819946,2.148588464E-005,456.9819946,0.01236143149,
455.9881287,-0.000175833673,455.9881287,0.01232238859,
454.9940796,-3.504818596E-005,454.9940796,0.01231961884,
453.9998169,3.815759192E-005,453.9998169,0.01219827961,
453.0054016,-1.361580598E-005,453.0054016,0.01244594716,
452.0108337,-0.0001853557478,452.0108337,0.01241169125,
451.0160217,-9.939074516E-005,451.0160217,0.01248905063,
449.9827881,-0.0001611878979,449.9827881,0.01246006601,
448.9876099,-1.832687849E-005,448.9876099,0.01270217914,
447.9922791,4.799523595E-005,447.9922791,0.01292437222,
446.9966736,-0.0001283754245,446.9966736,0.01291367877,
446.0010071,-0.0002120060963,446.0010071,0.01313029788,
445.0050659,-9.053968097E-005,445.0050659,0.01334248669,
444.0089722,5.860978854E-005,444.0089722,0.01346721686,
443.0127258,-8.039437671E-005,443.0127258,0.01344048977,
442.0162964,-7.739214925E-005,442.0162964,0.0136407828,
440.9813538,-9.043615864E-005,440.9813538,0.01403108612,
439.9844971,-0.0001761959284,439.9844971,0.01386391185,
438.9875183,-0.000272390258,438.9875183,0.01434210967,
437.990387,-0.0003725980641,437.990387,0.01445519086,
436.992981,1.708507443E-005,436.992981,0.01490213349,
435.9954834,-0.0001975167834,435.9954834,0.01513636485,
434.9977722,-8.613996033E-005,434.9977722,0.0154892765,
433.999939,-1.594546302E-005,433.999939,0.01590957306,
433.0018311,-0.0001661043789,433.0018311,0.01644250564,
432.0036011,8.716680168E-005,432.0036011,0.01684876345,
431.0052185,-3.261619668E-006,431.0052185,0.01719674096,
430.0065613,-4.084613829E-005,430.0065613,0.01777628995,
429.0078735,-2.619581028E-005,429.0078735,0.01790915243,
428.0089111,-0.0001360870956,428.0089111,0.01849119365,
427.0098267,-9.897666314E-005,427.0098267,0.01927400194,
426.010498,-0.000162999233,426.010498,0.01963877119,
425.0110474,-5.21312104E-005,425.0110474,0.0205107294,
424.0114441,-0.000156581882,424.0114441,0.02098389156,
423.0116577,-0.0002564542228,423.0116577,0.0215247497,
422.0116577,-0.0002132997615,422.0116577,0.0220209118,
421.0115051,-0.0001357248111,421.0115051,0.02251761593,
420.0112,-0.0001284271857,420.0112,0.02281750925,
419.0106506,-0.0001136762949,419.0106506,0.02339627966,
418.0100098,-6.269128789E-005,418.0100098,0.02372113988,
417.0091553,5.299181066E-005,417.0091553,0.02416650392,
416.0081787,0.000207473815,416.0081787,0.02465120144,
415.006958,-5.063000208E-005,415.006958,0.02467142232,
414.0056458,-1.734325269E-005,414.0056458,0.02504311316,
413.0041199,-0.0002891017939,413.0041199,0.0251577273,
412.0024414,4.077231279E-005,412.0024414,0.02548508719,
411.0005798,-0.0001355695422,411.0005798,0.02531967498,
409.9985657,-8.422477549E-005,409.9985657,0.02598827146,
408.9964294,-0.0002699584875,408.9964294,0.02593663521,
407.9940491,-0.0001581344695,407.9940491,0.02608199604,
406.9915161,-1.459944087E-005,406.9915161,0.02663560398,
405.9888611,7.595607167E-005,405.9888611,0.02668864466,
404.9859619,-0.0002193540568,404.9859619,0.02693807893,
403.9829712,-0.0001717970736,403.9829712,0.027387226,
403.0183716,-8.831394371E-005,403.0183716,0.02761424892,
402.0150452,-0.0001124858463,402.0150452,0.02802839316,
401.0115662,-8.810689906E-005,401.0115662,0.02838486806,
400.0078735,-0.0001431775745,400.0078735,0.02896328084,
399.0040588,9.397623217E-005,399.0040588,0.0292500481,
398.000061,-9.96495437E-005,398.000061,0.02942120284,
396.9959106,1.59201627E-005,396.9959106,0.02966389805,
395.9915771,-0.0002017083898,395.9915771,0.02993704006,
394.9870605,-0.0001480942592,394.9870605,0.03009703569,
393.9824219,-0.0002121095895,393.9824219,0.03036012314,
393.0162964,-0.0002314106678,393.0162964,0.0303939376,
392.0113525,-0.0001843724895,392.0113525,0.03044380061,
391.0062561,-0.0002478133247,391.0062561,0.03020380624,
390.0009766,-0.0002090047783,390.0009766,0.03031193465,
388.9955444,0.0001271704969,388.9955444,0.03052741289,
387.9899292,-8.976326353E-005,387.9899292,0.03005447984,
386.9842224,-7.454519073E-005,386.9842224,0.02991219237,
386.0169678,-0.0002031055774,386.0169678,0.029327197,
385.0109253,-3.344338256E-005,385.0109253,0.02915826812,
384.0046692,-0.0001221128332,384.0046692,0.02840669826,
382.9983215,3.484390982E-005,382.9983215,0.02802126855,
381.9917603,-0.000234825784,381.9917603,0.02766208537,
380.9851074,-0.0001708138007,380.9851074,0.0274112951,
380.0169983,-0.0002437773946,380.0169983,0.02684970386,
379.0099792,-0.0003594073351,379.0099792,0.02632679231,
378.0028687,4.24531936E-006,378.0028687,0.02603337169,
376.9955444,-6.367481546E-005,376.9955444,0.02555783652,
375.9880981,-0.0001802324841,375.9880981,0.02507613041,
375.0192566,-0.0003456471895,375.0192566,0.02475669608,
374.0115051,-0.0003275927738,374.0115051,0.02417695895,
373.0035706,-0.0004104092368,373.0035706,0.02387380041,
371.9955444,-0.0001744363835,371.9955444,0.0235069897,
370.9873352,-0.0001119682638,370.9873352,0.02318854257,
370.0177307,4.872012505E-005,370.0177307,0.02303331159,
369.0092468,-5.383947791E-005,369.0092468,0.02237783,
368.0005798,-8.582938608E-005,368.0005798,0.02214451134,
366.9917908,7.118699614E-006,366.9917908,0.02200541832,
365.9828186,-0.0002607487259,365.9828186,0.02136143669,
365.0125122,-0.0002378786594,365.0125122,0.02119883895,
364.0032959,-0.0001283236779,364.0032959,0.0207875967,
362.993866,-5.285593215E-005,362.993866,0.02037473582,
361.984314,-6.098306039E-005,361.984314,0.02006749623,
361.0134277,-7.526987611E-005,361.0134277,0.01946276426,
360.0036621,2.353098353E-005,360.0036621,0.01923103258,
358.9936218,-0.0004473379231,358.9936218,0.01847428456,
357.9835205,-0.0003108310048,357.9835205,0.01825306751,
357.0121155,-0.0002207512007,357.0121155,0.01779991575,
356.0016785,-0.0001657938556,356.0016785,0.01771828718,
354.9911194,-0.000317970349,354.9911194,0.01717147976,
354.0192871,-0.0003699599474,354.0192871,0.01653427258,
353.0084534,-0.0001782142062,353.0084534,0.01615662687,
351.9974365,-0.0002369990252,351.9974365,0.01582056843,
350.9863281,-0.0001279613789,350.9863281,0.01561918668,
350.0139465,-0.0001495951292,350.0139465,0.01516700257,
349.002533,-0.0001318431023,349.002533,0.01473767683,
347.9909973,-8.655404963E-005,347.9909973,0.01435596868,
347.0181885,-0.0001938943897,347.0181885,0.01410948299,
346.0063477,-0.0002090047783,346.0063477,0.01385645475,
344.9943848,-0.0002886361617,344.9943848,0.01339131221,
343.9822693,-0.0003238679783,343.9822693,0.01300969161,
343.0089417,-0.0002687684901,343.0089417,0.01307013724,
341.996582,-0.0003387669276,341.996582,0.01252533775,
340.9840393,-0.0001128999211,340.9840393,0.01237735897,
340.0102844,-0.0003182290238,340.0102844,0.01198047586,
338.9974976,-0.0001995349739,338.9974976,0.01164273918,
337.9845581,-0.0002251495462,337.9845581,0.01135572325,
337.0104675,-0.0001019787378,337.0104675,0.01093311887,
335.9972229,2.788008351E-005,335.9972229,0.01097139996,
334.9839172,-0.0002762189542,334.9839172,0.01059789397,
334.0093994,-0.0001693130034,334.0093994,0.01012899261,
332.9957581,-0.0003002769372,332.9957581,0.01047639828,
331.9820251,-1.85339577E-005,331.9820251,0.01020697877,
331.0071411,-0.0001985517592,331.0071411,0.01012878027,
329.993103,7.9736099E-005,329.993103,0.009784061462,
329.0179749,-0.0001710725483,329.0179749,0.009743952192,
328.0036926,-0.0002385513217,328.0036926,0.009610970505,
326.9892578,-0.0005145152682,326.9892578,0.009228055365,
326.0137329,-2.572989069E-005,326.0137329,0.009586226195,
324.9990845,-0.0001236137905,324.9990845,0.009338887408,
323.9842529,-0.0002937581448,323.9842529,0.008779568598,
323.0083618,-0.0003915299312,323.0083618,0.009159233421,
