buffer only,,DM full,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
547.0056152,-6.817829126E-005,547.0056152,0.01110246219,
545.992981,-0.0001064300595,545.992981,0.01103464235,
545.0176392,-5.932658678E-005,545.0176392,0.01110360399,
544.0044556,-0.0001385713695,544.0044556,0.01111332327,
542.9910889,-0.0002468819439,542.9910889,0.01105822157,
542.0150146,-0.0001092250532,542.0150146,0.01115679927,
541.0010986,-3.111382102E-005,541.0010986,0.01090742368,
539.9869995,-9.349005268E-005,539.9869995,0.01093773823,
539.0102539,-0.0001108813303,539.0102539,0.01108620968,
537.9957275,-9.747561853E-005,537.9957275,0.01123292558,
537.0184937,-0.0001052913576,537.0184937,0.01103400532,
536.00354,-4.9491151E-005,536.00354,0.01099903788,
534.9882813,-2.780064096E-005,534.9882813,0.01109693851,
534.010437,-0.0001196802259,534.010437,0.01101438329,
532.9946899,-9.4318224E-005,532.9946899,0.0108134402,
532.0163574,-7.84274016E-005,532.0163574,0.01096285135,
531.0001831,-6.087953079E-005,531.0001831,0.01106462069,
529.9837646,-0.0001303421741,529.9837646,0.01091761608,
529.0047607,-6.854063395E-005,529.0047607,0.01092465129,
527.987915,4.455203816E-005,527.987915,0.01073160302,
527.0084839,-4.022493158E-005,527.0084839,0.01093240269,
525.9910889,-6.155246956E-005,525.9910889,0.01071547065,
525.0112915,-3.12691227E-005,525.0112915,0.01087055448,
523.9934692,8.645999515E-006,523.9934692,0.0110019045,
523.0132446,-8.189547952E-005,523.0132446,0.0108788358,
521.9949951,0.0001178230232,521.9949951,0.0110549815,
521.0142822,-3.359868788E-005,521.0142822,0.01098109037,
519.9956055,-9.053968097E-005,519.9956055,0.01103992667,
519.0144043,-0.0001569958986,519.0144043,0.01095478144,
517.9952393,3.79246012E-005,517.9952393,0.01103958115,
517.0136719,-7.475224265E-005,517.0136719,0.01117733028,
515.9941406,-5.368417987E-005,515.9941406,0.01111494377,
515.012085,0.0003732289188,515.012085,0.01164085139,
513.9920654,5.045468424E-005,513.9920654,0.01119146124,
513.0095825,-2.743826008E-005,513.0095825,0.01141110249,
511.9890747,-1.019895171E-005,511.9890747,0.01166558079,
511.0062561,-0.000220181988,511.0062561,0.0117556788,
509.9853821,3.339418254E-005,509.9853821,0.01185814012,
509.0020142,-6.357128586E-005,509.0020142,0.01183582097,
508.0185547,-0.0001299798751,508.0185547,0.01203540154,
506.9969482,-0.0001667771576,506.9969482,0.01195399929,
506.0130615,-2.101889731E-005,506.0130615,0.01235016622,
504.9910889,-2.371089977E-005,504.9910889,0.01235336158,
504.0066528,-0.0001461793436,504.0066528,0.01259730756,
502.9842834,-7.382050535E-005,502.9842834,0.01289199945,
501.9995117,-0.00021164387,501.9995117,0.01307459176,
501.0144958,-0.000155805581,501.0144958,0.01315809973,
499.9914551,-0.0001376397704,499.9914551,0.01360279974,
499.0060425,6.575533916E-005,499.0060425,0.01370906364,
497.9825745,-0.0001127446449,497.9825745,0.0138884997,
496.9967957,6.547055091E-005,496.9967957,0.01405822393,
496.0107117,-0.0001757819118,496.0107117,0.014578823,
494.9865417,-0.0001432293211,494.9865417,0.01486278139,
494.0000916,-4.250268103E-005,494.0000916,0.01505336072,
493.0135193,-7.656394155E-005,493.0135193,0.01531826891,
491.988739,-3.054533408E-006,491.988739,0.01577482373,
491.0016785,4.874601291E-005,491.0016785,0.01584972441,
490.0144348,1.768047696E-005,490.0144348,0.01616879739,
488.9890442,-0.0002531945065,488.9890442,0.01649921015,
488.0014038,-4.00696299E-005,488.0014038,0.0170508232,
487.0135803,-1.019895171E-005,487.0135803,0.01688748971,
485.9874878,-0.0001483530359,485.9874878,0.01723390818,
484.9992371,-0.000272648962,484.9992371,0.01790151931,
484.0108337,-7.0973525E-005,484.0108337,0.01821791939,
482.9841309,-0.0001329299848,482.9841309,0.01838588715,
481.9953308,9.281111124E-005,481.9953308,0.01872761361,
481.0062866,-0.0001247524488,481.0062866,0.01897949353,
480.0170288,1.58683888E-005,480.0170288,0.01938664354,
478.9895325,-9.659569332E-005,478.9895325,0.01938591339,
477.999939,-0.0001761959284,477.999939,0.0200033579,
477.0100708,-0.0001192661657,477.0100708,0.02020542696,
475.9819946,-3.603177174E-005,475.9819946,0.02046473324,
474.9916992,-1.708470563E-006,474.9916992,0.0208550822,
474.0012817,-3.473757897E-005,474.0012817,0.02114333771,
473.0107117,-4.478041592E-005,473.0107117,0.02133212611,
471.9817505,8.024657632E-007,471.9817505,0.02169802971,
470.9907532,-0.000248020282,470.9907532,0.02199084871,
469.9995728,-1.475475165E-005,469.9995728,0.02254856005,
469.0081177,2.498067806E-005,469.0081177,0.02274895273,
468.016571,-2.588596146E-007,468.016571,0.02323788777,
466.9866638,8.723658539E-006,466.9866638,0.02373355255,
465.9946899,-2.428035987E-005,465.9946899,0.02401114069,
465.0025635,8.00726848E-005,465.0025635,0.02442114986,
464.0101929,-8.903859998E-005,464.0101929,0.02488940954,
463.0176697,-0.0001392441918,463.0176697,0.02530502155,
461.9867554,-1.33569547E-005,461.9867554,0.02606786601,
460.993866,0.0001254874223,460.993866,0.02668168023,
460.0006714,-3.214918252E-005,460.0006714,0.02705925517,
459.0073853,-2.645465429E-005,459.0073853,0.02741308883,
458.0138855,-8.484591672E-005,458.0138855,0.02794849128,
456.9819946,-0.0002026398433,456.9819946,0.02875496633,
455.9881287,-0.000101047066,455.9881287,0.029300889,
454.9940796,2.246960139E-005,454.9940796,0.03010910377,
453.9998169,4.499214265E-005,453.9998169,0.03102265671,
453.0054016,-0.0001245971798,453.0054016,0.03167849034,
452.0108337,-0.0002988283231,452.0108337,0.03245100379,
451.0160217,-0.0001945153781,451.0160217,0.03337643296,
449.9827881,-0.000175833673,449.9827881,0.03457966447,
448.9876099,7.636427654E-006,448.9876099,0.0357972607,
447.9922791,-0.0001165747526,447.9922791,0.03667484224,
446.9966736,-0.000317970349,446.9966736,0.03779727593,
446.0010071,-5.787716873E-005,446.0010071,0.03919712082,
445.0050659,-7.169821038E-005,445.0050659,0.04057303816,
444.0089722,5.441571557E-005,444.0089722,0.04219622537,
443.0127258,-0.0001674499363,443.0127258,0.0438375324,
442.0162964,-0.0001010988271,442.0162964,0.04551269114,
440.9813538,1.483291271E-005,440.9813538,0.04747896269,
439.9844971,-0.0001973097969,439.9844971,0.04967907444,
438.9875183,9.395033703E-005,438.9875183,0.05194917321,
437.990387,-0.000277615909,437.990387,0.05382923037,
436.992981,-0.0003451816156,436.992981,0.05603656545,
435.9954834,-0.0001738671272,435.9954834,0.05842550844,
434.9977722,-0.0003153836296,434.9977722,0.06054978073,
433.999939,5.545128442E-005,433.999939,0.0629959181,
433.0018311,-5.798417988E-006,433.0018311,0.06504669785,
432.0036011,-0.0002291856508,432.0036011,0.06682630628,
431.0052185,7.765859664E-006,431.0052185,0.06890172511,
430.0065613,2.065749322E-005,430.0065613,0.07070311159,
429.0078735,-0.0001623264543,429.0078735,0.07159334421,
428.0089111,-6.781594129E-005,428.0089111,0.07307447493,
427.0098267,-0.0001547187567,427.0098267,0.07384245098,
426.010498,-0.0001017717004,426.010498,0.07421059906,
425.0110474,-7.972146705E-005,425.0110474,0.07412612438,
424.0114441,-6.631478755E-005,424.0114441,0.07374099642,
423.0116577,-9.110905376E-005,423.0116577,0.07282369584,
422.0116577,-0.0001678639383,422.0116577,0.07170841098,
421.0115051,-9.338653035E-005,421.0115051,0.07059772313,
420.0112,-0.0003307484731,420.0112,0.06887281686,
419.0106506,-8.489767788E-005,419.0106506,0.06736405194,
418.0100098,6.19495404E-005,418.0100098,0.06572262198,
417.0091553,-9.173018043E-005,417.0091553,0.06398540735,
416.0081787,-0.0001340168674,416.0081787,0.06206944585,
415.006958,-0.0001515617769,415.006958,0.06024700031,
414.0056458,-9.851081995E-005,414.0056458,0.05856814981,
413.0041199,-0.0001157983861,413.0041199,0.05683459714,
412.0024414,-4.514278407E-005,412.0024414,0.05528077483,
411.0005798,-9.292068717E-005,411.0005798,0.05378044769,
409.9985657,-7.558045036E-005,409.9985657,0.05245852098,
408.9964294,-0.0001412626443,408.9964294,0.05098062009,
407.9940491,-0.0002352397278,407.9940491,0.04959633946,
406.9915161,-0.0002284094808,406.9915161,0.04838347435,
405.9888611,3.916723654E-005,405.9888611,0.04762963578,
404.9859619,3.150436532E-005,404.9859619,0.04660353065,
403.9829712,-8.44835813E-005,403.9829712,0.04561385885,
403.0183716,-3.546232983E-005,403.0183716,0.04473612085,
402.0150452,-0.0002465714933,402.0150452,0.04403980449,
401.0115662,-0.0002188883518,401.0115662,0.04330215231,
400.0078735,7.240908599E-005,400.0078735,0.04286725074,
399.0040588,-2.547104668E-005,399.0040588,0.04228977859,
398.000061,-0.0002824793337,398.000061,0.04167491943,
396.9959106,-0.0003212295705,396.9959106,0.04125106335,
395.9915771,-0.0004710761423,395.9915771,0.04092306644,
394.9870605,-0.0002867736039,394.9870605,0.04059270397,
393.9824219,-0.000125166509,393.9824219,0.04037581384,
393.0162964,-0.0004123747349,393.0162964,0.04001143575,
392.0113525,-0.0002119543497,392.0113525,0.04043626785,
391.0062561,-0.0003703737748,391.0062561,0.04019838572,
390.0009766,4.838356836E-005,390.0009766,0.04043001682,
388.9955444,-0.0004153746413,388.9955444,0.04038098454,
387.9899292,-0.0004944510292,387.9899292,0.04059131071,
386.9842224,-9.3593575E-005,386.9842224,0.04056456685,
386.0169678,-0.0002112816437,386.0169678,0.04086908326,
385.0109253,-0.0003121760965,385.0109253,0.04111749679,
384.0046692,-0.0002724937513,384.0046692,0.04147440195,
382.9983215,-0.0001574099297,382.9983215,0.04189203307,
381.9917603,-0.0001628439786,381.9917603,0.04210805893,
380.9851074,-0.0001645000593,380.9851074,0.0425363481,
380.0169983,-0.0001928594138,380.0169983,0.04288396612,
379.0099792,-0.0003064335033,379.0099792,0.04322453961,
378.0028687,5.87392351E-005,378.0028687,0.04428134859,
376.9955444,-0.0006312621408,376.9955444,0.04421688616,
375.9880981,-0.0005834917538,375.9880981,0.04465185478,
375.0192566,-0.0003194706223,375.0192566,0.04506405443,
374.0115051,-0.0003838745179,374.0115051,0.04564689845,
373.0035706,-0.0002608004725,373.0035706,0.04623927549,
371.9955444,-0.0003578554606,371.9955444,0.04706486687,
370.9873352,-0.0002650431998,370.9873352,0.04735893756,
370.0177307,-0.0003849607601,370.0177307,0.04807112738,
369.0092468,-0.0001340168674,369.0092468,0.04847524315,
368.0005798,-0.000256557687,368.0005798,0.04906062782,
366.9917908,-0.0003840296995,366.9917908,0.04956253245,
365.9828186,-0.0001248559565,365.9828186,0.05006112903,
365.0125122,-0.0003952541447,365.0125122,0.0505907461,
364.0032959,-0.0002988283231,364.0032959,0.05083753541,
362.993866,-0.0003735291539,362.993866,0.05125798285,
361.984314,-0.0004628015158,361.984314,0.05196810886,
361.0134277,-9.442174633E-005,361.0134277,0.0521662347,
360.0036621,-0.0002237524313,360.0036621,0.05232648551,
358.9936218,-0.0003331281478,358.9936218,0.05236366019,
357.9835205,-5.746304669E-005,357.9835205,0.05291384459,
357.0121155,-8.44835813E-005,357.0121155,0.0529984422,
356.0016785,-0.0003118139575,356.0016785,0.0533606261,
354.9911194,-0.0001405380608,354.9911194,0.05337055027,
354.0192871,-9.913194663E-005,354.0192871,0.05369446427,
353.0084534,-3.908605504E-005,353.0084534,0.05399716273,
351.9974365,2.692224189E-005,351.9974365,0.05395246297,
350.9863281,9.565919026E-005,350.9863281,0.0539259091,
350.0139465,-0.0002258222376,350.0139465,0.05388277024,
349.002533,-1.827510823E-005,349.002533,0.0538421534,
347.9909973,-1.10272822E-005,347.9909973,0.0540701896,
347.0181885,-0.00029117128,347.0181885,0.05394906178,
346.0063477,-0.000179352719,346.0063477,0.05405409262,
344.9943848,5.255169526E-005,344.9943848,0.05412683636,
343.9822693,-0.0002539188717,343.9822693,0.05370081961,
343.0089417,-0.0002352914744,343.0089417,0.05373096466,
341.996582,-9.669920837E-005,341.996582,0.05378115177,
340.9840393,-0.0001120717789,340.9840393,0.05383682251,
340.0102844,-0.0002669575915,340.0102844,0.05395685881,
338.9974976,-0.0003903919715,338.9974976,0.05365700275,
337.9845581,-0.0001007882674,337.9845581,0.05401955917,
337.0104675,0.0001842695201,337.0104675,0.05395932123,
335.9972229,-2.790417784E-005,335.9972229,0.05390800163,
334.9839172,-1.382288701E-005,334.9839172,0.05393288285,
334.0093994,-9.111765394E-006,334.0093994,0.05371329933,
332.9957581,-0.0001682779548,332.9957581,0.05384183303,
331.9820251,8.123776934E-005,331.9820251,0.05394273251,
331.0071411,-0.0002218378504,331.0071411,0.05353938788,
329.993103,0.0001827416127,329.993103,0.05369519815,
329.0179749,0.0002886467846,329.0179749,0.05390961468,
328.0036926,3.028668743E-006,328.0036926,0.05385202914,
326.9892578,0.0002148290077,326.9892578,0.05409314483,
326.0137329,0.0001408684038,326.0137329,0.05435727909,
324.9990845,0.0002234274871,324.9990845,0.05472511798,
323.9842529,9.67207452E-005,323.9842529,0.05487630144,
323.0083618,-0.0004727827618,323.0083618,0.05520751327,
