buffer only,,DM full,,buffer only,,dm full,,dm full 2,,dm full 3,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
664.0007324,-6.885121547E-005,664.0007324,0.002788047772,664.0007324,7.991733582E-005,664.0007324,0.008211920038,664.0007324,8.519907715E-005,664.0007324,0.0009356978117,
662.9829712,0.0001922976517,662.9829712,0.003364950418,662.9829712,0.0004263440205,662.9829712,0.008646723814,662.9829712,0.00066533871,662.9829712,0.001397214131,
662.0012207,0.0001333073014,662.0012207,0.003120607231,662.0012207,5.62020723E-005,662.0012207,0.00829122588,662.0012207,0.0003924532211,662.0012207,0.001246228348,
660.9827271,-0.0001231997303,660.9827271,0.003121128771,660.9827271,-1.392642753E-005,660.9827271,0.008205378428,660.9827271,0.0002412983595,660.9827271,0.001184421126,
660.0004272,9.464941104E-005,660.0004272,0.003198388964,660.0004272,-8.888331649E-005,660.0004272,0.008543037809,660.0004272,0.0003700421948,660.0004272,0.001466765651,
659.0178223,-2.236490036E-005,659.0178223,0.003166184528,659.0178223,-0.0002185261255,659.0178223,0.008618416265,659.0178223,0.0001077507623,659.0178223,0.001086160424,
657.9984131,0.0001527281856,657.9984131,0.003270237707,657.9984131,-1.765387242E-005,657.9984131,0.008881725371,657.9984131,0.000123545411,657.9984131,0.001363637042,
657.0151978,0.000144312362,657.0151978,0.003382820636,657.0151978,9.123173368E-005,657.0151978,0.008573082276,657.0151978,0.0004114711192,657.0151978,0.001247188891,
655.9952393,-1.449611773E-006,655.9952393,0.003187254071,655.9952393,-0.000269648066,655.9952393,0.008469307795,655.9952393,0.0002335024183,655.9952393,0.001154494123,
655.0114746,0.0002174965921,655.0114746,0.003700484755,655.0114746,-6.124188076E-005,655.0114746,0.008978489786,655.0114746,7.481688954E-005,655.0114746,0.001235974138,
653.9909058,0.0002364550164,653.9909058,0.003480219515,653.9909058,0.0001412827114,653.9909058,0.009264679626,653.9909058,0.0003666741832,653.9909058,0.001382749411,
653.0064697,-0.0001555468043,653.0064697,0.003451673314,653.0064697,-3.561763151E-005,653.0064697,0.00925976038,653.0064697,0.000285590213,653.0064697,0.001330270199,
651.9853516,6.989773829E-005,651.9853516,0.003393647494,651.9853516,-8.381067892E-005,651.9853516,0.009346928447,651.9853516,0.0004766150087,651.9853516,0.001379763009,
651.0003052,-0.0002062621788,651.0003052,0.003290973138,651.0003052,2.832017344E-005,651.0003052,0.009689155966,651.0003052,0.0003156128223,651.0003052,0.001217517187,
650.0151367,-8.562234143E-005,650.0151367,0.003525678068,650.0151367,-0.0001439538901,650.0151367,0.009330265224,650.0151367,0.0005287838285,650.0151367,0.00152728823,
648.992981,-0.0002107641776,648.992981,0.003362263553,648.992981,-0.0001659491245,648.992981,0.009700061753,648.992981,0.0003381246934,648.992981,0.001158543164,
648.0072021,2.66374791E-005,648.0072021,0.003573490307,648.0072021,-0.0003545447835,648.0072021,0.00960205216,648.0072021,0.0006303145783,648.0072021,0.001382178045,
646.9844971,-0.000192083171,646.9844971,0.003480741521,646.9844971,0.0003214932512,646.9844971,0.01011039224,646.9844971,0.0001196614321,646.9844971,0.001381087466,
645.9980469,-7.449342957E-005,645.9980469,0.003373533254,645.9980469,-0.0005448683514,645.9980469,0.00967099797,645.9980469,0.0004311376542,645.9980469,0.001366181765,
645.0113525,1.884539415E-005,645.0113525,0.003397352062,645.0113525,7.248675684E-005,645.0113525,0.01012994628,645.0113525,0.0004132071335,645.0113525,0.00106070342,
643.987793,0.0002154505783,643.987793,0.003714556806,643.987793,-6.766065053E-005,643.987793,0.01002516318,643.987793,0.0005582530284,643.987793,0.001242749742,
643.0004883,-8.034261555E-005,643.0004883,0.003677406348,643.0004883,-0.0002514352673,643.0004883,0.009771035053,643.0004883,0.0003923495824,643.0004883,0.001399499364,
642.0129395,-4.182970952E-005,642.0129395,0.003481341526,642.0129395,0.0001860305201,642.0129395,0.009914739057,642.0129395,0.0004550807062,642.0129395,0.001522768289,
640.9884644,0.0002915997757,640.9884644,0.003977782559,640.9884644,-0.0001175581565,640.9884644,0.009590090252,640.9884644,0.0005846396671,640.9884644,0.001478583785,
640.0003052,-6.848887278E-005,640.0003052,0.003410631791,640.0003052,-0.0001286342158,640.0003052,0.009986595251,640.0003052,0.0003434872779,640.0003052,0.001214116579,
639.0119019,-0.0001684849703,639.0119019,0.003346089739,639.0119019,5.260347461E-005,639.0119019,0.01007790957,639.0119019,0.0003655083128,639.0119019,0.001184447086,
