,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-8.9,0.0,0.0
1,2.0,-8.8,2.19,4.57
2,3.0,-8.7,2.341,4.369
3,4.0,-8.7,4.315,6.187
4,5.0,-8.6,3.715,9.097
5,6.0,-8.6,2.888,4.753
6,7.0,-8.5,1.131,1.846
7,8.0,-8.4,3.591,5.389
8,9.0,-8.4,3.211,7.178
