,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-8.6,0.0,0.0
1,2.0,-8.5,3.595,8.827
2,3.0,-8.5,4.314,6.142
3,4.0,-8.4,2.843,4.677
4,5.0,-8.3,3.603,5.417
5,6.0,-8.2,2.827,4.618
6,7.0,-8.0,3.332,4.613
7,8.0,-7.9,2.72,7.44
8,9.0,-7.8,3.769,8.674
