,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-8.8,0.0,0.0
1,2.0,-8.5,3.734,8.697
2,3.0,-8.4,4.41,6.981
3,4.0,-8.3,4.46,7.346
4,5.0,-8.3,3.134,5.565
5,6.0,-8.0,4.609,9.49
6,7.0,-7.8,3.216,5.524
7,8.0,-7.8,3.547,6.053
8,9.0,-7.7,4.282,6.809
