,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-8.6,0.0,0.0
1,2.0,-8.5,1.76,2.497
2,3.0,-8.4,4.49,7.076
3,4.0,-8.4,2.042,4.046
4,5.0,-8.3,3.693,8.561
5,6.0,-8.3,2.728,4.997
6,7.0,-8.3,4.011,6.602
7,8.0,-8.2,3.439,5.959
8,9.0,-8.0,4.212,7.1
