,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-8.8,0.0,0.0
1,2.0,-8.4,3.561,8.411
2,3.0,-8.4,4.642,7.206
3,4.0,-8.3,2.773,5.035
4,5.0,-8.2,3.662,6.181
5,6.0,-8.0,3.943,6.784
6,7.0,-7.9,2.654,4.724
7,8.0,-7.9,2.815,7.363
8,9.0,-7.8,4.512,9.237
