,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-8.7,0.0,0.0
1,2.0,-8.6,1.79,4.033
2,3.0,-8.4,4.216,6.814
3,4.0,-8.4,2.052,4.064
4,5.0,-8.3,3.77,6.408
5,6.0,-8.2,3.671,6.189
6,7.0,-8.2,3.242,5.321
7,8.0,-8.0,3.554,8.013
8,9.0,-8.0,3.531,8.504
