,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-9.1,0.0,0.0
1,2.0,-9.0,3.339,8.798
2,3.0,-8.9,3.277,9.698
3,4.0,-8.9,3.561,10.176
4,5.0,-8.9,3.842,10.152
5,6.0,-8.9,4.352,10.698
6,7.0,-8.7,3.069,4.824
7,8.0,-8.7,4.391,7.139
8,9.0,-8.7,4.018,10.47
