,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-8.6,0.0,0.0
1,2.0,-8.5,3.659,8.694
2,3.0,-8.4,1.669,2.25
3,4.0,-8.3,3.292,5.801
4,5.0,-8.3,2.535,4.808
5,6.0,-8.2,4.366,6.947
6,7.0,-8.1,3.338,5.901
7,8.0,-8.0,4.447,9.478
8,9.0,-8.0,4.412,9.419
