,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-8.7,0.0,0.0
1,2.0,-8.6,1.749,2.649
2,3.0,-8.4,4.514,7.024
3,4.0,-8.3,4.067,6.602
4,5.0,-8.3,2.813,5.024
5,6.0,-8.2,3.72,6.17
6,7.0,-8.0,1.984,3.203
7,8.0,-8.0,3.616,8.024
8,9.0,-7.9,3.252,7.89
