,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-8.9,0.0,0.0
1,2.0,-8.8,2.049,2.628
2,3.0,-8.7,2.535,4.201
3,4.0,-8.5,1.244,2.099
4,5.0,-8.5,4.472,6.223
5,6.0,-8.3,3.04,4.721
6,7.0,-8.2,3.327,5.139
7,8.0,-8.2,3.361,5.234
8,9.0,-8.1,3.375,8.427
