,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-8.7,0.0,0.0
1,2.0,-8.5,1.744,2.403
2,3.0,-8.4,2.756,5.025
3,4.0,-8.4,3.241,5.783
4,5.0,-8.3,4.361,6.986
5,6.0,-8.2,2.975,7.775
6,7.0,-8.1,3.331,8.383
7,8.0,-8.0,4.286,9.235
8,9.0,-7.8,2.232,4.24
