,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-8.8,0.0,0.0
1,2.0,-8.6,1.822,2.637
2,3.0,-8.4,3.709,8.511
3,4.0,-8.4,2.779,5.066
4,5.0,-8.3,2.285,4.366
5,6.0,-8.3,4.517,7.086
6,7.0,-8.2,1.68,3.782
7,8.0,-8.2,3.523,6.039
8,9.0,-7.9,4.264,7.139
