,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-8.6,0.0,0.0
1,2.0,-8.5,3.592,8.553
2,3.0,-8.3,3.323,5.868
3,4.0,-8.3,2.167,4.181
4,5.0,-8.3,3.092,5.328
5,6.0,-8.3,2.548,4.811
6,7.0,-8.3,4.404,7.203
7,8.0,-8.2,4.417,9.326
8,9.0,-7.7,2.166,4.345
