,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-8.1,0.0,0.0
1,2.0,-8.1,1.661,2.134
2,3.0,-8.0,3.474,9.88
3,4.0,-8.0,4.088,10.344
4,5.0,-7.9,3.333,9.921
5,6.0,-7.7,3.828,10.38
6,7.0,-7.6,3.882,6.459
7,8.0,-7.5,3.301,5.339
8,9.0,-6.9,3.334,9.808
