,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-8.8,0.0,0.0
1,2.0,-8.5,4.688,7.201
2,3.0,-8.5,3.767,8.522
3,4.0,-8.3,2.669,4.919
4,5.0,-8.2,3.691,6.141
5,6.0,-8.0,3.258,5.569
6,7.0,-8.0,2.848,7.406
7,8.0,-7.9,1.895,3.039
8,9.0,-7.8,3.068,7.424
