,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-9.2,0.0,0.0
1,2.0,-8.9,2.587,4.224
2,3.0,-8.9,1.858,2.422
3,4.0,-8.6,4.433,6.222
4,5.0,-8.6,3.041,4.715
5,6.0,-8.6,2.116,3.972
6,7.0,-8.5,4.396,6.159
7,8.0,-8.5,3.35,5.201
8,9.0,-8.2,3.151,8.211
