,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-8.7,0.0,0.0
1,2.0,-8.5,3.676,8.502
2,3.0,-8.4,4.128,8.961
3,4.0,-8.3,4.524,7.088
4,5.0,-8.3,2.762,5.012
5,6.0,-8.2,3.452,5.928
6,7.0,-8.0,4.545,9.393
7,8.0,-7.9,4.415,9.191
8,9.0,-7.8,3.405,7.987
