,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-8.5,0.0,0.0
1,2.0,-8.4,3.692,8.712
2,3.0,-8.3,3.243,5.743
3,4.0,-8.2,2.977,7.741
4,5.0,-8.2,4.29,6.908
5,6.0,-8.0,4.388,9.357
6,7.0,-7.9,4.369,9.366
7,8.0,-7.9,4.505,9.59
8,9.0,-7.8,2.664,4.66
