,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-8.8,0.0,0.0
1,2.0,-8.5,2.849,5.104
2,3.0,-8.3,4.519,7.069
3,4.0,-8.2,2.244,4.308
4,5.0,-8.1,3.215,5.788
5,6.0,-8.1,1.676,3.774
6,7.0,-8.1,3.685,6.111
7,8.0,-8.0,2.954,5.168
8,9.0,-7.9,4.156,6.771
