,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-9.2,0.0,0.0
1,2.0,-9.2,2.086,4.028
2,3.0,-9.1,1.872,2.539
3,4.0,-8.9,3.685,8.664
4,5.0,-8.9,4.427,7.101
5,6.0,-8.9,2.484,4.774
6,7.0,-8.8,3.36,5.88
7,8.0,-8.5,4.557,9.493
8,9.0,-8.5,4.204,6.773
