,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-8.7,0.0,0.0
1,2.0,-8.7,3.792,8.902
2,3.0,-8.6,3.112,5.0
3,4.0,-8.6,3.444,5.409
4,5.0,-8.4,1.224,2.063
5,6.0,-8.3,3.671,5.394
6,7.0,-8.2,4.373,6.281
7,8.0,-8.2,4.516,9.667
8,9.0,-8.1,4.329,9.279
