,mode,affinity (kcal/mol),dist from best mode - rmsd - ub,dist from best mode - lb
0,1.0,-9.1,0.0,0.0
1,2.0,-9.0,1.959,3.855
2,3.0,-8.9,2.035,4.021
3,4.0,-8.6,2.091,3.817
4,5.0,-8.4,1.914,3.923
5,6.0,-8.3,5.395,7.799
6,7.0,-8.3,4.377,6.85
7,8.0,-8.3,4.424,6.571
8,9.0,-8.2,3.446,7.264
